Source Host,Destination Host,Packets Sent (No Load),Packet Loss (No Load),Packet Delivery Ratio (No Load),Delay (No Load),Test Duration (No Load),Bytes Sent (No Load),Throughput (No Load),CPU Usage (No Load),Memory Usage (No Load),Temperature (No Load),Packets Sent (Low Load),Packet Loss (Low Load),Packet Delivery Ratio (Low Load),Delay (Low Load),Bytes Transferred (Low Load),Throughput (Low Load),CPU Usage (Low Load),Memory Usage (Low Load),Temperature (Low Load),Packets Sent (Normal Load),Packet Loss (Normal Load),Packet Delivery Ratio (Normal Load),Delay (Normal Load),Bytes Transferred (Normal Load),Throughput (Normal Load),CPU Usage (Normal Load),Memory Usage (Normal Load),Temperature (Normal Load),Packets Sent (High Load),Packet Loss (High Load),Packet Delivery Ratio (High Load),Delay (High Load),Bytes Transferred (High Load),Throughput (High Load),CPU Usage (High Load),Memory Usage (High Load),Temperature (High Load)
rasp1,rasp3,1000,0%,100.0%,7.725 ms,10000 ms,66.7 MBytes,6.97 MB/s (55.80 Mbps),16.7,4.38829,48.2,1000,0%,100.0%,7.579 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),20,4.39086,48.7,1000,0.8%,99.2%,33.001 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),20,4.31783,49.6,1000,40.1%,59.9%,156.690 ms,70.80 MBytes,7.41 MB/s (59.30 Mbps),20,4.27065,51.6
rasp1,rasp3,5000,0%,100.0%,7.464 ms,10000 ms,68.6 MBytes,7.19 MB/s (57.50 Mbps),22.2,4.57948,48.2,5000,0%,100.0%,6.918 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),22.2,4.48512,50.1,5000,0.22%,99.78%,28.474 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),30,4.52086,51.1,5000,32.68%,67.32000000000001%,143.162 ms,70.40 MBytes,7.38 MB/s (59.00 Mbps),40,4.48769,53.5
rasp1,rasp2,5,0%,100.0%,23.640 ms,10000 ms,62.0 MBytes,6.50 MB/s (52.00 Mbps),25,4.57608,45.2,5,0%,100.0%,6.019 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),28.6,4.60595,46.7,5,0%,100.0%,22.180 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),22.2,4.54301,46.7,5,0%,100.0%,44.434 ms,69.40 MBytes,7.28 MB/s (58.20 Mbps),33.3,4.56598,47.7
rasp1,rasp3,5,0%,100.0%,8.232 ms,10000 ms,66.7 MBytes,6.99 MB/s (55.90 Mbps),25,4.5426,48.7,5,0%,100.0%,6.815 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),16.7,4.56845,48.2,5,0%,100.0%,26.406 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),28.6,4.61996,47.2,5,0%,100.0%,46.033 ms,70.60 MBytes,7.40 MB/s (59.20 Mbps),33.3,4.57773,48.7
rasp2,rasp1,10,0%,100.0%,9.111 ms,10000 ms,44.0 MBytes,4.60 MB/s (36.80 Mbps),20,4.49603,48.7,10,0%,100.0%,19.190 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),40,4.49006,47.2,10,30%,70.0%,80.946 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),37.5,4.46698,47.7,10,50%,50.0%,65.133 ms,57.00 MBytes,5.97 MB/s (47.80 Mbps),28.6,4.42609,49.1
rasp2,rasp1,50,0%,100.0%,9.871 ms,10000 ms,61.7 MBytes,6.45 MB/s (51.60 Mbps),27.3,4.53981,47.7,50,0%,100.0%,8.434 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),37.5,4.44556,48.7,50,0%,100.0%,31.910 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),40,4.40765,48.2,50,4%,96.0%,111.411 ms,66.20 MBytes,6.95 MB/s (55.60 Mbps),50,4.44762,48.7
rasp2,rasp1,100,0%,100.0%,7.974 ms,10000 ms,56.7 MBytes,5.94 MB/s (47.50 Mbps),30,4.5361,47.7,100,0%,100.0%,9.392 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),37.5,4.52776,49.1,100,10%,90.0%,55.802 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),33.3,4.51457,48.7,100,48%,52.0%,185.316 ms,54.20 MBytes,5.69 MB/s (45.50 Mbps),25,4.37757,49.6
rasp2,rasp1,500,0%,100.0%,9.672 ms,10000 ms,67.2 MBytes,7.03 MB/s (56.20 Mbps),33.3,4.54074,48.2,500,0%,100.0%,7.072 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),25,4.53889,48.7,500,0%,100.0%,29.690 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),37.5,4.47852,48.2,500,42.6%,57.4%,168.759 ms,70.10 MBytes,7.35 MB/s (58.80 Mbps),33.3,4.37221,50.1
rasp2,rasp1,1000,0%,100.0%,7.382 ms,10000 ms,63.0 MBytes,6.59 MB/s (52.70 Mbps),33.3,4.51313,48.2,1000,0%,100.0%,7.439 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),50,4.54239,48.2,1000,0%,100.0%,29.090 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),33.3,4.39209,49.1,1000,31.3%,68.7%,142.962 ms,71.10 MBytes,7.46 MB/s (59.70 Mbps),50,4.51221,51.1
rasp2,rasp1,5000,0%,100.0%,13.901 ms,10000 ms,64.7 MBytes,6.76 MB/s (54.10 Mbps),25,4.57463,46.7,5000,0%,100.0%,7.574 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),33.3,4.51705,48.7,5000,1.64%,98.36%,36.599 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),30,4.46812,50.1,5000,30.68%,69.32000000000001%,144.917 ms,69.20 MBytes,7.26 MB/s (58.10 Mbps),37.5,4.5154,53.5
rasp2,rasp3,5,0%,100.0%,8.235 ms,10000 ms,66.3 MBytes,6.94 MB/s (55.50 Mbps),40,4.44504,49.6,5,0%,100.0%,13.585 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),40,4.43577,49.1,5,0%,100.0%,26.645 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),44.4,4.51973,50.6,5,0%,100.0%,53.838 ms,69.10 MBytes,7.25 MB/s (58.00 Mbps),42.9,4.45905,51.1
rasp2,rasp3,10,0%,100.0%,5.701 ms,10000 ms,66.8 MBytes,6.99 MB/s (55.90 Mbps),30,4.50149,47.7,10,0%,100.0%,7.228 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),44.4,4.46348,48.2,10,0%,100.0%,29.199 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),44.4,4.49263,48.7,10,0%,100.0%,73.335 ms,69.80 MBytes,7.31 MB/s (58.50 Mbps),42.9,4.40476,49.6
rasp2,rasp3,50,0%,100.0%,7.655 ms,10000 ms,65.7 MBytes,6.88 MB/s (55.00 Mbps),16.7,4.48686,48.7,50,0%,100.0%,6.373 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),33.3,4.42104,49.6,50,0%,100.0%,29.103 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),44.4,4.45246,49.1,50,24%,76.0%,118.416 ms,70.20 MBytes,7.36 MB/s (58.90 Mbps),42.9,4.46616,50.6
rasp2,rasp3,100,0%,100.0%,6.814 ms,10000 ms,67.8 MBytes,7.09 MB/s (56.70 Mbps),22.2,4.53147,48.2,100,0%,100.0%,6.713 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),44.4,4.56824,49.1,100,0%,100.0%,28.339 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),28.6,4.49511,49.6,100,23%,77.0%,121.719 ms,69.40 MBytes,7.28 MB/s (58.20 Mbps),37.5,4.47028,49.6
rasp2,rasp3,500,0%,100.0%,7.326 ms,10000 ms,67.6 MBytes,7.08 MB/s (56.60 Mbps),22.2,4.53981,49.1,500,0%,100.0%,7.330 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),33.3,4.4914,48.7,500,0%,100.0%,29.258 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),44.4,4.40528,48.7,500,27.6%,72.39999999999999%,137.547 ms,68.50 MBytes,7.19 MB/s (57.50 Mbps),33.3,4.43155,50.1
rasp2,rasp3,1000,0%,100.0%,7.223 ms,10000 ms,65.4 MBytes,6.84 MB/s (54.70 Mbps),33.3,4.56217,47.7,1000,0%,100.0%,7.076 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),33.3,4.55156,48.2,1000,0%,100.0%,27.511 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),70,4.43752,49.1,1000,37%,63.0%,147.108 ms,70.10 MBytes,7.35 MB/s (58.80 Mbps),60,4.49356,51.1
rasp2,rasp3,5000,0%,100.0%,7.379 ms,10000 ms,67.5 MBytes,7.06 MB/s (56.50 Mbps),27.3,4.60327,47.2,5000,0%,100.0%,7.076 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),58.3,4.60708,48.2,5000,0.26%,99.74%,28.164 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),33.3,4.46472,51.1,5000,31.96%,68.04%,142.271 ms,70.50 MBytes,7.39 MB/s (59.10 Mbps),50,4.50499,54.5
rasp2,rasp1,5,0%,100.0%,3.985 ms,10000 ms,69.0 MBytes,7.21 MB/s (57.70 Mbps),25,4.53023,50.1,5,0%,100.0%,5.037 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),44.4,4.56289,49.6,5,0%,100.0%,29.108 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),33.3,4.42763,51.1,5,0%,100.0%,53.129 ms,70.60 MBytes,7.40 MB/s (59.20 Mbps),28.6,4.56206,51.6
rasp3,rasp1,5,0%,100.0%,7.995 ms,10000 ms,64.5 MBytes,6.76 MB/s (54.10 Mbps),33.3,4.58059,45.7,5,0%,100.0%,7.809 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),27.3,4.6016,46.2,5,0%,100.0%,27.938 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),33.3,4.49697,46.7,5,0%,100.0%,48.190 ms,70.00 MBytes,7.34 MB/s (58.70 Mbps),33.3,4.56586,47.2
rasp3,rasp1,10,0%,100.0%,7.922 ms,10000 ms,65.9 MBytes,6.90 MB/s (55.20 Mbps),25,4.61673,46.7,10,0%,100.0%,5.733 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),25,4.53919,47.7,10,0%,100.0%,28.832 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),25,4.55608,48.7,10,20%,80.0%,72.102 ms,67.90 MBytes,7.11 MB/s (56.90 Mbps),37.5,4.54609,49.1
rasp3,rasp1,50,0%,100.0%,6.711 ms,10000 ms,67.4 MBytes,7.05 MB/s (56.40 Mbps),28.6,4.62291,46.7,50,0%,100.0%,7.692 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),35.7,4.49831,48.7,50,0%,100.0%,26.361 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),33.3,4.45279,48.7,50,16%,84.0%,116.207 ms,69.60 MBytes,7.30 MB/s (58.40 Mbps),33.3,4.47164,49.1
rasp3,rasp1,100,0%,100.0%,7.758 ms,10000 ms,66.4 MBytes,6.95 MB/s (55.60 Mbps),25,4.64093,45.7,100,0%,100.0%,6.366 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),35.7,4.5465,46.7,100,0%,100.0%,29.162 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),37.5,4.42962,48.2,100,33%,67.0%,143.269 ms,68.90 MBytes,7.22 MB/s (57.80 Mbps),33.3,4.53971,49.1
rasp3,rasp1,5000,0%,100.0%,7.007 ms,10000 ms,67.6 MBytes,7.08 MB/s (56.60 Mbps),25,4.65648,47.2,5000,0%,100.0%,6.848 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),20,4.64269,48.2,5000,0%,100.0%,27.244 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),40,4.5844,51.1,5000,33.08%,66.92%,140.294 ms,70.80 MBytes,7.41 MB/s (59.30 Mbps),66.7,4.65999,54.0
rasp3,rasp1,500,0%,100.0%,7.150 ms,10000 ms,67.5 MBytes,7.06 MB/s (56.50 Mbps),33.3,4.63506,46.7,500,0%,100.0%,7.253 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),33.3,4.59913,47.2,500,0%,100.0%,27.789 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),36.4,4.50737,47.7,500,33.6%,66.4%,142.372 ms,69.40 MBytes,7.28 MB/s (58.20 Mbps),30,4.4773,50.6
rasp3,rasp1,1000,0%,100.0%,9.844 ms,10000 ms,66.4 MBytes,6.95 MB/s (55.60 Mbps),40,4.65072,47.7,1000,0%,100.0%,7.105 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),25,4.61282,47.2,1000,0.3%,99.7%,27.863 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),40,4.55227,49.1,1000,32.1%,67.9%,146.557 ms,49.20 MBytes,5.16 MB/s (41.30 Mbps),20,4.6468,51.6
rasp3,rasp2,5,0%,100.0%,4.675 ms,10000 ms,56.1 MBytes,5.86 MB/s (46.90 Mbps),40,4.60602,49.1,5,0%,100.0%,9.219 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),37.5,4.62003,49.6,5,0%,100.0%,26.517 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),42.9,4.53157,50.6,5,0%,100.0%,52.403 ms,69.60 MBytes,7.30 MB/s (58.40 Mbps),33.3,4.52127,51.1
rasp3,rasp2,10,0%,100.0%,7.318 ms,10000 ms,66.3 MBytes,6.95 MB/s (55.60 Mbps),25,4.63115,47.2,10,0%,100.0%,8.594 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),22.2,4.61241,47.2,10,0%,100.0%,25.448 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),37.5,4.53229,47.7,10,0%,100.0%,76.489 ms,67.00 MBytes,7.03 MB/s (56.20 Mbps),22.2,4.46381,49.6
rasp3,rasp2,50,0%,100.0%,6.523 ms,10000 ms,65.7 MBytes,6.88 MB/s (55.00 Mbps),27.3,4.64083,47.7,50,0%,100.0%,7.559 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),25,4.61323,49.6,50,0%,100.0%,27.912 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),33.3,4.58533,49.6,50,12%,88.0%,121.092 ms,69.90 MBytes,7.33 MB/s (58.60 Mbps),40,4.56246,50.6
rasp3,rasp2,100,0%,100.0%,6.948 ms,10000 ms,65.9 MBytes,6.89 MB/s (55.10 Mbps),30.8,4.65144,48.2,100,0%,100.0%,7.133 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),33.3,4.56813,48.2,100,0%,100.0%,30.510 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),40,4.58574,49.1,100,27%,73.0%,128.568 ms,69.90 MBytes,7.33 MB/s (58.60 Mbps),33.3,4.67008,48.7
rasp3,rasp2,500,0%,100.0%,7.331 ms,10000 ms,65.7 MBytes,6.86 MB/s (54.90 Mbps),25,4.64794,46.2,500,0%,100.0%,7.881 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),30.8,4.66555,47.7,500,0%,100.0%,29.811 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),40,4.58347,47.7,500,25.6%,74.4%,132.963 ms,69.10 MBytes,7.25 MB/s (58.00 Mbps),33.3,4.52972,50.6
rasp3,rasp2,1000,0%,100.0%,7.805 ms,10000 ms,65.5 MBytes,6.85 MB/s (54.80 Mbps),28.6,4.67543,46.2,1000,0%,100.0%,10.759 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),33.3,4.62611,47.7,1000,1%,99.0%,31.190 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),42.9,4.61632,48.2,1000,31.1%,68.89999999999999%,233.535 ms,69.80 MBytes,7.31 MB/s (58.50 Mbps),28.6,4.48111,50.1
rasp3,rasp2,5000,0.06%,99.94%,65.721 ms,10000 ms,67.8 MBytes,7.10 MB/s (56.80 Mbps),28.6,4.68738,48.2,5000,0%,100.0%,6.644 ms,1.25 MBytes,0.13 MB/s (1.05 Mbps),25,4.63228,48.2,5000,0%,100.0%,27.013 ms,12.00 MBytes,1.26 MB/s (10.10 Mbps),60,4.60901,51.1,5000,29.78%,70.22%,138.052 ms,71.10 MBytes,7.46 MB/s (59.70 Mbps),50,4.57647,52.1
